"D(Room, Room_GT)","D(Office, Office_GT)","D(Church, Church_GT)","D(Village, Village_GT)"
0.34082928,0.1773892,0.15127034,0.27286017
0.21646859,0.1916803,0.20059013,0.15452503
0.25089535,0.10751502,0.22299625,0.19132066
0.09408353,0.11626565,0.21661174,0.15554938
0.17371935,0.1284555,0.19773261,0.17022353
0.28057364,0.16431677,0.14788982,0.26417583
0.12920552,0.09783998,0.24038453,0.16482744
0.38099486,0.14467235,0.20002048,0.1580756
0.2983549,0.30172843,0.3003032,0.18978544
0.30145863,0.11185703,0.24472682,0.11589486
0.06215255,0.12382043,0.20037225,0.20337544
0.14618298,0.18859315,0.18676598,0.19090705
0.11031012,0.14182062,0.21031511,0.2656804
0.12598442,0.11815112,0.17289905,0.14858025
0.124304466,0.14140722,0.1986703,0.13233612
0.09432421,0.17862813,0.18586321,0.16341451
0.20299558,0.21303807,0.17453997,0.2457627
0.16721019,0.15249304,0.17841013,0.12463016
0.3148735,0.20448385,0.15716076,0.1755182
0.088968,0.10374798,0.21961993,0.1318294
0.24091429,0.16262162,0.19207807,0.27635294
0.32052183,0.1309805,0.24603897,0.1695388
0.19270757,0.17226923,0.18969046,0.13367908
0.08358371,0.090612255,0.17130917,0.1778718
0.18235895,0.17677464,0.15387198,0.23108287
0.3267401,0.12519987,0.2139095,0.109586075
0.15698904,0.15735787,0.20749088,0.25167084
0.25822923,0.20176029,0.12329485,0.15627006
0.37745008,0.1874072,0.09463719,0.25741258
0.1556742,0.1373109,0.20074774,0.15379733
0.2252388,0.04467249,0.23218936,0.012623873
0.35169658,0.21594977,0.19969085,0.4033039
0.3071649,0.21225438,0.22306405,0.24728893
0.37290025,0.2283744,0.24700212,0.088677585
0.05183381,0.08655098,0.19741139,0.07160335
0.23147875,0.09269882,0.13306054,0.05033989
0.28349105,0.3460861,0.14763409,0.22238085
0.09997282,0.13180296,0.26418114,0.13550833
0.15958773,0.14558277,0.26321107,0.21164773
0.08709427,0.06437132,0.20855424,0.056979988
0.29115972,0.17007628,0.1726323,0.37501642
0.3378749,0.10718181,0.29526946,0.17987956
0.17404957,0.15280606,0.24938704,0.21794827
0.1807827,0.10685942,0.18607813,0.096724816
0.2480043,0.13223782,0.14563516,0.2030059
0.22638963,0.17301078,0.17048077,0.16798924
0.2923282,0.16350637,0.23082799,0.0699081
0.20571838,0.111028835,0.17626119,0.23135151
0.20151186,0.1649286,0.15779191,0.2377255
0.22971606,0.2372856,0.15282351,0.18722054
0.33740002,0.21432574,0.26928487,0.067492485
0.21682984,0.10513595,0.17120409,0.16863099
0.24578616,0.20013575,0.2693144,0.29899928
0.19480985,0.16137867,0.25589153,0.09897724
0.16235523,0.11751934,0.22157396,0.09760838
0.2018244,0.26500654,0.14007075,0.19074677
0.27682865,0.11716264,0.287952,0.13864014
0.16963717,0.17918688,0.18413918,0.19453149
0.12168073,0.17400259,0.21614401,0.15065058
0.20575865,0.11189671,0.19324628,0.19461086
0.32943177,0.14300261,0.24942107,0.12725861
0.18013804,0.15888894,0.17415966,0.21812157
0.34104404,0.17881057,0.27028635,0.23170558
0.29794887,0.16046186,0.2364421,0.1716735
0.3137027,0.164197,0.23625225,0.3203018
0.13851953,0.15827413,0.16605072,0.20288116
0.27288023,0.18863638,0.12277712,0.22722027
0.13831343,0.08272125,0.19422658,0.12911496
0.45501086,0.3345777,0.1621425,0.42199212
0.24730301,0.18365353,0.25285882,0.29708034
0.2124895,0.10843968,0.17843707,0.15063527
0.070349924,0.09779684,0.197254,0.1984279
0.12149703,0.08110419,0.16303493,0.13165952
0.12156278,0.14752746,0.15248224,0.17113812
0.16828723,0.08506875,0.16520827,0.13099779
0.27466565,0.16590184,0.24409954,0.17647792
0.08337098,0.09965754,0.17607996,0.05139483
0.30000255,0.25861445,0.20890637,0.22599436
0.24064262,0.14419524,0.17534982,0.23520903
0.090398654,0.13902032,0.18247822,0.11055323
0.11554627,0.09526697,0.16504352,0.18913755
0.31331062,0.2194966,0.28258508,0.17405112
0.3234984,0.1590222,0.16340123,0.2764812
0.18420991,0.15974042,0.338201,0.1722785
0.14022829,0.10451101,0.17096291,0.12777328
0.14966513,0.16474897,0.21041624,0.12683022
0.2671946,0.11479566,0.12242675,0.28561282
0.16683544,0.18431315,0.17725974,0.14503674
0.15209962,0.16438775,0.2545699,0.16469008
0.14162606,0.111337006,0.18643512,0.19490743
0.24847963,0.13285863,0.15998311,0.25532582
0.11752238,0.0790752,0.21534775,0.08190323
0.30118927,0.2621652,0.44907603,0.15926851
0.13004407,0.16750942,0.19588026,0.19248195
0.41716552,0.31855416,0.15271117,0.44910654
0.11356101,0.15483966,0.19902049,0.17149897
0.21413545,0.12666062,0.23325287,0.2185016
0.23328707,0.25406212,0.2484779,0.26081395
0.12977996,0.13447708,0.16379473,0.14518239
0.15229926,0.13024354,0.20058401,0.19317928
0.27077815,0.17521985,0.21974191,0.35867915
0.20905685,0.20577869,0.1858806,0.24873891
0.35352752,0.16046837,0.1414429,0.35224935
0.21987516,0.11615031,0.17585331,0.17585063
0.24587084,0.12769549,0.19355713,0.051136523
0.2877846,0.16753477,0.149556,0.27697024
0.21413253,0.080751315,0.20940213,0.229115
0.10425013,0.07836334,0.13690902,0.10830475
0.13851224,0.16663127,0.201992,0.17274295
0.19508053,0.15554567,0.26309583,0.12223182
0.48241946,0.040559582,0.25729918,0.016777521
0.3157198,0.21002534,0.17719376,0.28464755
0.21805692,0.18004476,0.23484394,0.20680065
0.22984809,0.19692001,0.21514428,0.21654344
0.19348173,0.13182671,0.22342113,0.19489235
0.28607017,0.12093526,0.19185139,0.018470805
0.118792765,0.1388764,0.19250098,0.19342516
0.12365852,0.1241232,0.21041463,0.1870832
0.28967398,0.31157577,0.20806094,0.18808763
0.25449526,0.2171652,0.15930907,0.21338066
0.3464878,0.18004017,0.2007508,0.3006554
0.056198955,0.089033954,0.19318461,0.0881399
0.24517877,0.22502334,0.20220442,0.25922266
0.13785025,0.10944842,0.20193218,0.11935169
0.23665792,0.21985938,0.19207102,0.28301224
0.18742906,0.0986969,0.18495351,0.11645927
0.124380976,0.07552651,0.1598286,0.14464812
0.27188665,0.16535482,0.21793076,0.17860708
0.39128673,0.18232799,0.23415765,0.018687509
0.24029781,0.17283416,0.19892396,0.2914717
0.14968945,0.19459838,0.2189648,0.2217692
0.11807052,0.095106885,0.21343218,0.19356883
0.302512,0.35817656,0.21028543,0.44423977
0.1330052,0.13250674,0.16648555,0.1566091
0.2283501,0.13109528,0.16812788,0.20648357
0.26003546,0.16989093,0.22115748,0.113733925
0.18903549,0.1881159,0.31875998,0.23909913
0.27171245,0.22703297,0.1961443,0.11129589
0.35558224,0.10738646,0.18779022,0.37239182
0.36896625,0.19315837,0.20526136,0.2393844
0.10659871,0.09628052,0.21112461,0.12897241
0.1454656,0.19177678,0.16144966,0.21100155
0.26822996,0.2447197,0.33198854,0.27255177
0.1559298,0.13426526,0.22106622,0.2050535
0.2567551,0.15383841,0.20681663,0.24161623
0.120234236,0.119039655,0.2002851,0.21540831
0.22405477,0.1894116,0.1644307,0.26576665
0.15510274,0.13356525,0.19196047,0.15856047
0.21552688,0.22679639,0.1724969,0.35532814
0.14513247,0.075049356,0.21957986,0.19046037
0.22520433,0.18278375,0.17790356,0.22893788
0.16490741,0.16223624,0.18484014,0.22068384
0.09307002,0.16153637,0.19551897,0.085803136
0.2605685,0.16049169,0.20426482,0.18875167
0.14174402,0.16770571,0.21211438,0.22349031
0.25759235,0.18122287,0.14134492,0.21502009
0.36683658,0.046590723,0.19376378,0.23073697
0.075053856,0.06753206,0.18543698,0.15531248
0.15536815,0.23403744,0.17444949,0.16711771
0.23018304,0.10784816,0.16559947,0.11766211
0.17233355,0.1632184,0.16372931,0.21650892
0.32752055,0.2737035,0.15386687,0.36485794
0.1617496,0.1437304,0.2905416,0.19866267
0.16138947,0.17088097,0.19232917,0.20388235
0.2569857,0.13899882,0.28202182,0.15913804
0.20023377,0.15626423,0.18856625,0.13628489
0.17672987,0.25046062,0.23599136,0.3175112
0.16605206,0.19140261,0.1619793,0.26363984
0.10866733,0.07806987,0.19185437,0.11822864
0.23829056,0.13030404,0.25981203,0.10516062
0.18590276,0.12067806,0.1520719,0.21085201
0.12824021,0.064606756,0.2193688,0.10044404
0.3643916,0.17664726,0.15319833,0.28313175
0.10598429,0.1318316,0.1491515,0.19707322
0.18917447,0.15366045,0.20426403,0.2021669
0.19419594,0.15229024,0.19326252,0.20024194
0.26676813,0.22150934,0.13517556,0.1832132
0.090842076,0.13933267,0.19419716,0.18749382
0.21974121,0.1438693,0.17776063,0.21120656
0.08978759,0.13930273,0.20939034,0.1426287
0.40635553,0.121659026,0.18499622,0.037639696
0.167081,0.2569686,0.12906457,0.21326818
0.14769481,0.22002569,0.16252466,0.21418469
0.2532949,0.1816342,0.13526928,0.16085024
0.52321845,0.32310554,0.30867985,0.26164383
0.19037938,0.13355105,0.2537843,0.24208364
0.1454698,0.14800555,0.19093627,0.1879449
0.5700971,0.13347237,0.16194989,0.29399857
0.1151544,0.10605873,0.14769386,0.14410232
0.22608456,0.14908794,0.24084473,0.18560146
0.15518895,0.107343294,0.16350617,0.086048976
0.18680406,0.18818447,0.21425971,0.15927137
0.28829268,0.16513093,0.20129375,0.25400895
0.13819812,0.09896682,0.1858338,0.14083299
0.15999357,0.10387846,0.1831777,0.053815436
0.107842185,0.12259097,0.17828035,0.20370357
0.19793718,0.16590948,0.15795025,0.19226249
0.3608825,0.27859262,0.22300662,0.19558877
0.16554777,0.16308768,0.2451301,0.24772325
0.12191833,0.12240058,0.16451074,0.19062662
0.3061663,0.10394875,0.13121611,0.3248319
0.24012114,0.29078922,0.24689154,0.33042878
0.3709367,0.27670035,0.23868756,0.22039212
0.3125866,0.24644975,0.29699734,0.31061426
0.20059721,0.19368063,0.20891766,0.30995125
0.088358656,0.07967054,0.18449557,0.15918407
0.09246654,0.11866761,0.16211918,0.15924154
0.2920652,0.104373254,0.17001483,0.22162847
0.2561125,0.19220133,0.21054415,0.33150488
0.16716087,0.20642662,0.27300778,0.25039753
0.1284314,0.13726422,0.21499304,0.20269842
0.16990623,0.031967662,0.33753508,0.046910148
0.21603929,0.13536428,0.22043742,0.23727162
0.14244686,0.124655075,0.17547199,0.12520042
0.22052217,0.1798174,0.24569479,0.21308474
0.09023445,0.0906168,0.17470156,0.119023085
0.14229973,0.11627175,0.2174429,0.18147177
0.38251486,0.099778615,0.14403613,0.10278746
0.32284626,0.10410161,0.24315514,0.1686315
0.24517937,0.21071523,0.149435,0.2708389
0.21763313,0.1657754,0.14796343,0.10754307
0.2931133,0.16713627,0.14673103,0.33855432
0.11721917,0.10291031,0.20314811,0.1371407
0.26768512,0.21308728,0.15232323,0.2660804
0.15938179,0.11616148,0.20619681,0.13086954
0.195537,0.17504346,0.29942238,0.23910165
0.37686795,0.1978645,0.15236303,0.1184843
0.1266466,0.14207149,0.23183657,0.23808621
0.24906786,0.23263477,0.21526481,0.19348381
0.22805068,0.18913351,0.199299,0.19555849
0.24602135,0.18772829,0.2274463,0.24734505
0.17495577,0.096159115,0.26383582,0.14338814
0.16285749,0.11712281,0.16064298,0.08409113
0.24782944,0.18973918,0.22756496,0.06790318
0.3060117,0.23637637,0.15908907,0.07867785
0.34038362,0.20704465,0.27081037,0.095344454
0.19380705,0.20193544,0.21551886,0.22279546
0.12872921,0.10726088,0.17160904,0.14096186
0.20596783,0.105233714,0.16973463,0.10670592
0.12265117,0.14744917,0.2503331,0.21929629
0.11052496,0.07773631,0.24830072,0.041111007
0.20873395,0.124222234,0.1700962,0.1629178
0.31819788,0.1298314,0.22798462,0.27932468
0.08924458,0.09593168,0.20083384,0.1261028
0.3087095,0.053193573,0.1926333,0.021538483
0.11439405,0.10175251,0.17539302,0.16602294
0.17739287,0.18729822,0.18883759,0.18931988
0.20197192,0.20719762,0.22573765,0.20605764
0.34124961,0.19421542,0.15497868,0.20213854
0.34846514,0.16593635,0.124646194,0.33691946
0.47971714,0.19954501,0.22711678,0.42996728
0.14161797,0.17826241,0.21554928,0.20888238
0.39423287,0.11745233,0.30339667,0.032312278
0.22701216,0.12362611,0.17405316,0.19623114
0.14973228,0.14691752,0.1901685,0.15220292
0.20142362,0.15721801,0.19816445,0.19750322
0.29946873,0.22565041,0.30082783,0.050842833
0.2723634,0.09929967,0.28109512,0.071253754
0.28374577,0.2208454,0.15295744,0.26057684
0.107206024,0.12833777,0.19548328,0.22067836
0.15429963,0.13165304,0.20063843,0.15929389
0.20871392,0.17999782,0.15664546,0.10146723
0.38390723,0.17159188,0.19626752,0.3032816
0.15924501,0.114352785,0.19223888,0.20692603
0.30514365,0.12579896,0.119453214,0.25459683
0.28853217,0.17345238,0.23590313,0.27267435
0.13248041,0.14045379,0.19131355,0.17831539
0.45203078,0.08226554,0.2202111,0.077427946
0.20846462,0.12629291,0.21690036,0.1928538
0.10178145,0.14579038,0.20801893,0.23525643
0.23792769,0.17153622,0.13017456,0.21299902
0.5240952,0.17812967,0.28396705,0.38959524
0.40201795,0.12785754,0.1385579,0.3079667
0.08714645,0.10135593,0.17190993,0.20676506
0.31131035,0.13495189,0.12821424,0.1374951
0.307124,0.20475763,0.22665572,0.23575757
0.23948689,0.20165803,0.26451084,0.22620107
0.29322904,0.17158805,0.22154252,0.15028152
0.10480428,0.15725967,0.21175551,0.08414145
0.12595567,0.11328009,0.1827859,0.1693467
0.17135711,0.1168037,0.1978039,0.13684806
0.11841631,0.16703843,0.19505814,0.10630083
0.23659743,0.13831428,0.19321287,0.2154563
0.26343635,0.20970768,0.15604049,0.19325285
0.29218978,0.29731247,0.18351068,0.27140054
0.13548209,0.11468319,0.18133736,0.14934155
0.21989691,0.28198048,0.17293902,0.27638662
0.22329694,0.10517142,0.21930572,0.15900624
0.20800194,0.1273724,0.17211564,0.21852943
0.073447116,0.07056356,0.21619247,0.068420425
0.17993532,0.14072606,0.17182419,0.18318759
0.18569307,0.18334697,0.25303623,0.21953529
0.16129214,0.12556268,0.17458147,0.17247514
0.23740984,0.09360862,0.20006901,0.16065265
0.11992753,0.21163115,0.28362575,0.24980311
0.22290011,0.11284036,0.20754276,0.05136716
0.15519834,0.16785675,0.21560898,0.1930527
0.13374919,0.13483128,0.21870594,0.21645346
0.1904383,0.13907798,0.18579812,0.22886373
0.12478281,0.09813487,0.19209826,0.113532715
0.13596538,0.15350299,0.29413736,0.18600999
0.08888882,0.094676405,0.19290878,0.15402947
0.25548723,0.094708025,0.18379435,0.24830543
0.1621731,0.11892101,0.2633213,0.11418711
0.25329065,0.18012583,0.1489302,0.28923243
0.2401032,0.19708782,0.2329229,0.3241802
0.23299079,0.15215208,0.16417348,0.19490899
0.08802461,0.12754351,0.15735771,0.17349106
0.10046094,0.14782192,0.19709972,0.10923028
0.18958007,0.20773418,0.14477621,0.17911297
0.33998123,0.19504848,0.23880917,0.033288788
0.27542502,0.24492633,0.21476865,0.12653406
0.31856143,0.17005199,0.22450405,0.2484457
0.14764762,0.20411636,0.29953325,0.15807234
0.40806067,0.26995823,0.246101,0.43566817
0.16077392,0.06050822,0.17841908,0.13310926
0.17128733,0.15787488,0.2440425,0.18747415
0.18979245,0.22929858,0.22740996,0.19951707
0.118385606,0.0951609,0.17943957,0.10793394
0.23518074,0.15812042,0.2423143,0.22335784
0.33647642,0.100223854,0.3288104,0.22166173
0.21051179,0.18558493,0.20792149,0.1788523
0.11018297,0.15570961,0.18404199,0.1788454
0.14328654,0.15739591,0.1571862,0.19923386
0.2586906,0.32914943,0.13977514,0.21571201
0.51785016,0.14947678,0.26603174,0.30823067
0.17289634,0.1635482,0.19553694,0.13323024
0.26198038,0.1728384,0.1806457,0.2417651
0.3340447,0.15616147,0.23078787,0.15806596
0.2613018,0.13964063,0.18190126,0.2426677
0.20960172,0.14231676,0.17113264,0.27410382
0.20045012,0.15293905,0.17558604,0.17039062
0.17579289,0.14024726,0.19608317,0.17450705
0.27186772,0.1661754,0.15482597,0.24213912
0.23744524,0.10917965,0.18390137,0.2191202
0.16751197,0.13680336,0.21754724,0.092362784
0.22896059,0.16463129,0.14360437,0.29738986
0.3683937,0.19609913,0.2198145,0.28080213
0.22670653,0.1860098,0.21458529,0.10579541
0.25587824,0.256912,0.17026249,0.30245316
0.11257879,0.08343184,0.16652894,0.062669866
0.13435672,0.076859295,0.17985088,0.12548785
0.21174014,0.11932983,0.16454212,0.26488957
0.29266536,0.13681698,0.1364984,0.217784
0.34885147,0.29765227,0.18728209,0.29336017
0.28625688,0.21533696,0.35241035,0.2867682
0.2014662,0.17982025,0.19309667,0.21941608
0.27195734,0.2510654,0.23751839,0.29845712
0.23656648,0.10595568,0.2345782,0.0434356
0.22257605,0.23753875,0.1902411,0.33898306
0.2276287,0.24143782,0.12970544,0.15894598
0.21394311,0.16018224,0.23035097,0.237958
0.22541873,0.19808157,0.14315996,0.16787438
0.2102624,0.1594036,0.18351027,0.25436428
0.19829802,0.1628146,0.16288519,0.19471094
0.30848923,0.220232,0.1495805,0.30423915
0.32269278,0.15267338,0.1717191,0.36959168
0.17643699,0.10838228,0.16964658,0.1723437
0.39996636,0.096045434,0.13608658,0.25662884
0.23212902,0.15440848,0.17896852,0.23964383
0.36637592,0.3792459,0.28199294,0.083001725
0.28307047,0.1585186,0.14335226,0.232095
0.13262722,0.15074511,0.18467613,0.2043966
0.1001496,0.12229586,0.14108081,0.18590744
0.22224174,0.12736511,0.16255796,0.19710335
0.11927238,0.16201751,0.32934877,0.17365147
0.19042625,0.1407544,0.16288579,0.11084873
0.28542447,0.03850689,0.19484045,0.013318899
0.49452075,0.096581586,0.26125625,0.07524238
0.16911042,0.10582874,0.20753828,0.10541466
0.17805183,0.16688049,0.15978953,0.15080762
0.24069463,0.17465065,0.19828793,0.21139614
0.14533088,0.18542391,0.1634061,0.15581223
0.19237901,0.050773814,0.23450059,0.21401115
0.33516258,0.19962263,0.23108053,0.21456063
0.217495,0.15569432,0.22464177,0.23236255
0.31459802,0.16852008,0.15363578,0.19706422
0.11471791,0.14254317,0.17799553,0.20920993
0.24028696,0.15478009,0.278327,0.25077158
0.25290394,0.046955626,0.2367264,0.0452841
0.25153017,0.19765036,0.13534398,0.04294803
0.2776873,0.20156261,0.23098086,0.1992655
0.21190387,0.18004099,0.2464796,0.19939882
0.2161988,0.24011274,0.21290705,0.117418766
0.14646502,0.22788076,0.17329714,0.20922536
0.25845215,0.099279314,0.26380724,0.034164604
0.30093962,0.30984798,0.13650136,0.45930508
0.1492543,0.13703023,0.2087987,0.17983043
0.35575452,0.083051495,0.32182726,0.044858348
0.23560354,0.13727222,0.13462211,0.050799657
0.2097089,0.15792292,0.19506153,0.23922268
0.14461981,0.114278644,0.1641502,0.19029409
0.19468878,0.2255385,0.17835763,0.20922722
0.283966,0.15959041,0.2246565,0.37212312
0.16053589,0.12698522,0.17413846,0.27926266
0.18160753,0.19938222,0.17611511,0.14028437
0.29814053,0.20056055,0.24324621,0.32241625
0.08595876,0.07577142,0.180407,0.086406335
0.26543862,0.24638817,0.2341,0.23514062
0.2689546,0.12671775,0.15237194,0.09760535
0.17242321,0.13906479,0.28491086,0.118979275
0.1310939,0.07606047,0.19140859,0.09910232
0.09948865,0.07366632,0.18914208,0.09616492
0.34493524,0.18137708,0.108433746,0.25779057
0.22244115,0.1943747,0.11845738,0.30692965
0.22017401,0.17807247,0.2012692,0.24334185
0.07970084,0.16383061,0.19505876,0.14410849
0.1375224,0.12897713,0.15731603,0.2351213
0.22443947,0.17367691,0.22420557,0.19549063
0.36267692,0.26110804,0.21722707,0.4193078
0.26806062,0.15230745,0.17242166,0.29913455
0.2455755,0.124456026,0.20376426,0.2255368
0.2465119,0.22921523,0.18034874,0.25695
0.13902952,0.08802902,0.24972896,0.21917745
0.11864986,0.10713116,0.22165637,0.1909353
0.14746916,0.124901064,0.19342259,0.1505877
0.27737266,0.25141522,0.21422951,0.24006534
0.10907658,0.081888855,0.14802438,0.15932873
0.20430622,0.23528889,0.23764741,0.33384728
0.32363805,0.09092065,0.25603497,0.44156778
0.27265346,0.35525277,0.18517278,0.2375784
0.31616756,0.11751964,0.24026807,0.08264377
0.27842447,0.17368488,0.25531018,0.19026935
0.13335921,0.10679464,0.23919415,0.16352572
0.22443102,0.09209368,0.17500436,0.18356769
0.3409874,0.12575059,0.1970713,0.24594736
0.092055954,0.1219996,0.2272508,0.11670073
0.23737834,0.103241116,0.20009814,0.18329097
0.08394938,0.07254145,0.15846431,0.12233323
0.28538918,0.20023459,0.14801903,0.19617467
0.36310717,0.07216224,0.26689807,0.1818168
0.21938902,0.09345427,0.19438504,0.17973828
0.1476115,0.13173437,0.20286332,0.19862087
0.14029154,0.15296003,0.18260086,0.08383164
0.15273343,0.19512583,0.1933078,0.2665782
0.115382805,0.13979802,0.1960277,0.16150932
0.22774445,0.21707898,0.198982,0.1968872
0.23853722,0.20171854,0.27112764,0.2103126
0.21224529,0.08732343,0.15868159,0.12133314
0.17682977,0.119688064,0.272823,0.1503811
0.24308224,0.12498122,0.20696567,0.08413634
0.2671227,0.22611864,0.29694808,0.32155302
0.22181544,0.15449952,0.24015073,0.23908083
0.11587255,0.07667927,0.16982037,0.13364477
0.18049788,0.28509003,0.2930389,0.10624553
0.22663523,0.18784474,0.19264255,0.22768454
0.22082838,0.2789237,0.22024703,0.30691552
0.29442066,0.09851668,0.24269983,0.06890708
0.2738721,0.19797121,0.1546059,0.20859435
0.27979964,0.22841065,0.21177968,0.17216462
0.14179347,0.1398039,0.19966695,0.14388001
0.17390907,0.14046982,0.19279759,0.1878457
0.22929311,0.15905741,0.22460164,0.2826171
0.20005041,0.1859248,0.18321972,0.20152186
0.30260897,0.20531836,0.10236914,0.22862543
0.42590424,0.2685577,0.17998382,0.54473734
0.11309708,0.124666065,0.21514468,0.17244394
0.17263687,0.21057406,0.2514692,0.17335752
0.15415482,0.1991527,0.22203954,0.051327165
0.29217687,0.17188789,0.106605835,0.2738197
0.4692374,0.32906386,0.18176793,0.14305559
0.19567138,0.30487296,0.15707593,0.20212358
0.23140329,0.22423218,0.24408521,0.2752362
0.13165791,0.088988155,0.2348279,0.19535486
0.10890002,0.1574357,0.1925286,0.15574515
0.43948272,0.2552829,0.2653525,0.13520198
0.15318726,0.21122234,0.13161792,0.23634769
0.25543442,0.07147269,0.17691083,0.02849611
0.12515584,0.08360453,0.17441463,0.09779233
0.11049246,0.10612258,0.17289211,0.15384303
0.16704597,0.19753146,0.17960623,0.16216595
0.22499953,0.1414167,0.16286238,0.19118266
0.22121243,0.15117662,0.1705353,0.22343448
0.18727951,0.14675608,0.2520723,0.23977683
0.18366124,0.17669638,0.20263079,0.12480158
0.12873857,0.11911474,0.17017004,0.18684472
0.23935124,0.22707877,0.127868,0.17840178
0.12519069,0.19768183,0.22088425,0.23417616
0.19765505,0.15765037,0.18948463,0.28472126
0.17115104,0.11906938,0.19223548,0.099114485
0.24321115,0.13610105,0.17753422,0.34327185
0.209015,0.16291445,0.21973328,0.24043044
0.29767376,0.09531172,0.24065813,0.27295196
0.15097143,0.18588568,0.25146377,0.15851355
0.29786327,0.08527577,0.2479023,0.15436228
0.13237438,0.10829772,0.17564294,0.15509437
0.29134765,0.18309447,0.1564117,0.21595258
0.062777676,0.08646372,0.19591051,0.06379819
0.102975845,0.069182366,0.18406102,0.047329333
0.21870846,0.19284089,0.19348395,0.27669948
0.262956,0.12596557,0.14083453,0.19655298
0.14991164,0.13362359,0.23133871,0.16547374
0.28178504,0.21377306,0.13312621,0.32927504
0.1735399,0.1959679,0.18611157,0.2613079
0.32397068,0.28905118,0.19710445,0.20659895
0.2911495,0.18781814,0.30006462,0.31010273
0.14882581,0.16517344,0.15673894,0.13322948
0.37995476,0.19932634,0.24727234,0.2274214
0.17006184,0.06394552,0.20994116,0.062360097
0.24284364,0.18864489,0.21866283,0.30452117
0.294708,0.1472694,0.25308555,0.04366048
0.20747018,0.21617861,0.2224053,0.30517188
0.26235792,0.18802142,0.2415068,0.2808486
0.27934608,0.18974471,0.0966806,0.20759
0.24003349,0.2188867,0.1714296,0.20567195
0.30053103,0.236488,0.17984767,0.39037025
0.1688527,0.16882303,0.20002979,0.08544827
0.17697193,0.12239907,0.161626,0.19430764
0.092402875,0.13180749,0.16685173,0.2236125
0.23670363,0.27939558,0.15483578,0.48434097
0.13447598,0.111068115,0.18807249,0.18963242
0.27505538,0.18094663,0.14735223,0.24183716
0.13612129,0.09274869,0.2017707,0.10735106
0.18336405,0.13586704,0.16586214,0.27391064
0.31205994,0.13360654,0.186827,0.19146723
0.16523728,0.12416716,0.17605461,0.25984415
0.26770663,0.12650627,0.19643928,0.23811089
0.18470646,0.25948498,0.27733815,0.2855002
0.3381179,0.14625663,0.105543606,0.40751943
0.23217106,0.22532678,0.26394877,0.13561477
0.14632514,0.17189501,0.27882677,0.15872225
0.15364748,0.102053,0.18846673,0.17938548
0.2937282,0.2874928,0.17305623,0.35039324
0.10241008,0.06721311,0.23417607,0.07283014
0.13400176,0.08373841,0.19193989,0.09463199
0.2881571,0.18223624,0.20537381,0.17214184
0.06981843,0.08223739,0.15386665,0.15261795
0.27675062,0.12542056,0.23057957,0.32304192
0.17360176,0.16937505,0.19406857,0.22260582
0.24695732,0.25587794,0.21679185,0.20351551
0.17915188,0.17058803,0.18657793,0.20883933
0.17737243,0.19818263,0.28913277,0.19870256
0.22669989,0.13450922,0.18841527,0.13037488
0.3069925,0.19688347,0.2763556,0.32432035
0.19236766,0.10768232,0.2150028,0.099167526
0.19049165,0.11809155,0.23981096,0.07603417
0.120795965,0.13186494,0.16564745,0.16669479
0.2530448,0.18236999,0.1401488,0.3388061
0.12174533,0.12663433,0.18418902,0.110946506
0.21246982,0.17922515,0.21607074,0.19185907
0.12026955,0.13356298,0.21333863,0.1407978
