"D(Room, Room_GT)","D(Office, Office_GT)","D(Church, Church_GT)","D(Village, Village_GT)"
0.31510323,0.20189166,0.109790266,0.27093127
0.20248768,0.21778703,0.25832006,0.32054505
0.31770316,0.15091236,0.19588356,0.24813238
0.19555919,0.16657549,0.17305005,0.20552826
0.16591239,0.15877631,0.19854103,0.16685192
0.17654864,0.15963742,0.18278326,0.2546275
0.27678576,0.20608543,0.18190368,0.28622302
0.45348892,0.21992289,0.19277573,0.22621374
0.16829255,0.095730044,0.20201075,0.15752047
0.28797308,0.20621923,0.13019922,0.23803177
0.12238414,0.09785413,0.21427092,0.09941338
0.25009272,0.08751058,0.2623404,0.03617961
0.33722925,0.18927205,0.19986965,0.31749386
0.26855198,0.26133528,0.16800721,0.20840858
0.1552126,0.15704061,0.2503731,0.23108347
0.1216542,0.14793095,0.17979395,0.13873163
0.24799202,0.13194408,0.22210482,0.29396728
0.23908797,0.13830414,0.16239868,0.18926895
0.18592577,0.097813606,0.19375123,0.12720035
0.23214944,0.15405624,0.15148559,0.17161284
0.3583143,0.15748717,0.1388652,0.2506861
0.18330109,0.11813927,0.18545511,0.13242097
0.20168449,0.03924126,0.17907917,0.013362454
0.17525962,0.12659608,0.23611096,0.11963986
0.23277877,0.18622571,0.21534705,0.37318233
0.10084241,0.111046456,0.2049081,0.123838544
0.13196142,0.2459649,0.18037802,0.16416427
0.24646041,0.050119195,0.2392877,0.020769149
0.27555797,0.22012413,0.22807144,0.24657343
0.21373454,0.15138377,0.22113256,0.1223593
0.19079892,0.16003926,0.29276603,0.21559523
0.32472014,0.114683874,0.17094445,0.3679599
0.16182998,0.19365713,0.19863506,0.18490936
0.27152613,0.2751832,0.29182371,0.21644115
0.3354681,0.098996356,0.15481254,0.33015695
0.27177638,0.21437624,0.19311284,0.30644283
0.16579963,0.2741998,0.20060205,0.19707637
0.17468897,0.10441956,0.26402757,0.10240048
0.20035858,0.092658825,0.18802355,0.059180573
0.3717928,0.2752293,0.21703488,0.2300303
0.15209042,0.22621211,0.1654197,0.15325384
0.21964924,0.16359313,0.18622527,0.19944297
0.22918817,0.108816676,0.15809633,0.14091742
0.28176057,0.19413431,0.14207289,0.25136504
0.14239383,0.1809675,0.188083,0.2387189
0.1601451,0.17997217,0.21558826,0.1750047
0.17633885,0.12450924,0.14558862,0.1857184
0.25401324,0.16333924,0.24612334,0.082111575
0.32402915,0.2704989,0.12509088,0.34700587
0.118763335,0.15717481,0.24259904,0.26811174
0.15484397,0.18628593,0.16465747,0.21042743
0.23650213,0.24554732,0.3977926,0.36809623
0.14150907,0.1286627,0.16848549,0.16761342
0.13965046,0.17443785,0.21547583,0.13247052
0.26969263,0.19569753,0.19022794,0.20002308
0.27699894,0.19773716,0.09212366,0.22664452
0.24317731,0.15663433,0.27591884,0.21886328
0.24504136,0.0650083,0.15640743,0.014717533
0.18269902,0.17157418,0.25395182,0.2164355
0.15920894,0.16063336,0.19544727,0.2002135
0.17709437,0.15976818,0.21554512,0.15754782
0.148805,0.20926401,0.27524638,0.1742203
0.29787317,0.16029926,0.13912106,0.18450162
0.2233809,0.18255311,0.115377106,0.3243139
0.20023127,0.14338483,0.15990067,0.16349657
0.11125103,0.105133265,0.15740018,0.2702887
0.31536067,0.15417147,0.15252522,0.3451415
0.36473647,0.083592884,0.24601334,0.2702956
0.122518025,0.10015982,0.1593564,0.15754156
0.26789287,0.26889357,0.25624686,0.10883976
0.30946046,0.15382999,0.18318701,0.15883085
0.205809,0.13804176,0.23917514,0.2178144
0.24428155,0.1779287,0.15708709,0.2042732
0.10567166,0.1528222,0.22301222,0.22287215
0.16856083,0.187073,0.1786987,0.19560735
0.46923158,0.32695556,0.24878745,0.074362844
0.20921788,0.17180975,0.27582496,0.2666884
0.11342254,0.11438636,0.22699432,0.13744304
0.18979496,0.18906242,0.22683214,0.21594717
0.19717897,0.15093268,0.23668702,0.18358442
0.26629367,0.11875443,0.18280447,0.30336213
0.18118453,0.18971238,0.21721385,0.23542947
0.29571816,0.24446878,0.18272065,0.37497902
0.24376789,0.1592703,0.21498631,0.33193356
0.37638134,0.18053736,0.09529833,0.38230306
0.18345134,0.116407394,0.19961084,0.1859353
0.09841865,0.12939411,0.19970071,0.18900089
0.11604648,0.2561863,0.25122157,0.1678793
0.23762824,0.2189423,0.30609784,0.25371373
0.1289203,0.14184627,0.16013762,0.14749408
0.15702951,0.12693553,0.1866177,0.19701338
0.22421385,0.047899567,0.17975076,0.21566203
0.21444085,0.15280408,0.19379622,0.1865572
0.29270953,0.14923246,0.2400734,0.23162784
0.35154316,0.23686743,0.18479647,0.26585507
0.12101273,0.17256936,0.17362835,0.20430101
0.27838066,0.12630698,0.23717645,0.13795193
0.2515562,0.17397317,0.17771967,0.18278033
0.14058934,0.19778933,0.2369335,0.16796085
0.11584573,0.0782813,0.21808232,0.17599167
0.23148869,0.20338693,0.20805222,0.23240344
0.34171236,0.2247182,0.21056877,0.3407043
0.15266627,0.087124266,0.18807772,0.03506221
0.22682759,0.13979886,0.18257749,0.1936021
0.29147056,0.08498472,0.18651007,0.09885577
0.19521286,0.18436886,0.17220852,0.18559198
0.27024534,0.13000396,0.13904855,0.45328745
0.2276071,0.16778591,0.1626797,0.293458
0.69543487,0.18035644,0.086364396,0.5417832
0.10595045,0.10131081,0.17184296,0.16621459
0.24862368,0.102014944,0.125379,0.31018627
0.13914463,0.081355214,0.1880387,0.1199321
0.18521222,0.1133509,0.15824178,0.239305
0.2358869,0.12478745,0.23129739,0.27632484
0.13143358,0.10980292,0.22521669,0.17311186
0.31539243,0.2112675,0.18907622,0.25204933
0.1848935,0.16211696,0.19071418,0.16768524
0.14758615,0.10171102,0.15928525,0.15116417
0.21929319,0.19948637,0.17144167,0.24009944
0.13164246,0.04821978,0.24421234,0.04398607
0.43426195,0.11253751,0.26039952,0.06450352
0.25407654,0.185539,0.20823924,0.22496273
0.113428324,0.13280858,0.17658831,0.15358883
0.10648481,0.113705516,0.23139782,0.12328688
0.13937402,0.12784052,0.2821686,0.28860343
0.22694868,0.18989079,0.16141607,0.23103309
0.16404574,0.09010069,0.18089965,0.14368533
0.27402362,0.13658641,0.24583796,0.23827948
0.25524494,0.10501035,0.23555894,0.037044577
0.15021908,0.17785926,0.19969013,0.2764783
0.14182901,0.18574016,0.20053852,0.046252307
0.17757177,0.15013883,0.22477947,0.24380997
0.18594798,0.16926597,0.1892929,0.25253785
0.09220947,0.11779325,0.19727422,0.1561046
0.1758944,0.2026219,0.25906977,0.251751
0.24829061,0.12989381,0.1760008,0.22804001
0.17137474,0.15203197,0.14236332,0.21489261
0.2555618,0.14125687,0.32467514,0.052988976
0.2024443,0.10720229,0.18577705,0.19773133
0.29203996,0.18975186,0.27996355,0.2499251
0.16645059,0.1322657,0.22994766,0.17183119
0.20421728,0.19220126,0.16782147,0.11790193
0.16938356,0.20436263,0.16251758,0.20908363
0.36898294,0.24382068,0.22494102,0.04361646
0.19292504,0.16577178,0.25461304,0.30763438
0.14223686,0.1624366,0.18712874,0.25195006
0.13247961,0.07401841,0.15491399,0.113989666
0.38136312,0.19996534,0.1917242,0.26421863
0.32840654,0.110368736,0.1586883,0.34059322
0.17668462,0.25044876,0.27475312,0.16739997
0.21065804,0.13378178,0.22113584,0.24080454
0.3578639,0.21924643,0.27851394,0.28993425
0.16642432,0.116075575,0.20133995,0.23675118
0.32451543,0.094479665,0.13935575,0.041691784
0.18324451,0.4332941,0.16926236,0.22307186
0.46683758,0.12013498,0.26496378,0.06373661
0.2698815,0.1897377,0.19514005,0.09436672
0.3071975,0.21998432,0.12298461,0.21255302
0.15695216,0.14936328,0.2368076,0.23879963
0.16568956,0.15462792,0.17287906,0.27557018
0.20229581,0.15085885,0.16977979,0.22938193
0.23393834,0.16863427,0.2689113,0.20069538
0.223294,0.14706784,0.1944763,0.21739823
0.32835662,0.14207503,0.17828548,0.06290996
0.15048519,0.16549446,0.17241064,0.2223262
0.14396673,0.10377793,0.15942664,0.09793961
0.1305199,0.1487152,0.23937373,0.22126395
0.26437315,0.20613079,0.2298352,0.16486631
0.26388812,0.14114091,0.19159621,0.2724442
0.5494902,0.14721054,0.2845875,0.3332849
0.35750887,0.18258001,0.30253875,0.055358585
0.20213749,0.113761544,0.21207209,0.11308945
0.1533965,0.092033096,0.21394302,0.14607564
0.14587572,0.18705715,0.29265854,0.115579695
0.13035484,0.18766737,0.22673674,0.29570037
0.21694681,0.19845994,0.34488347,0.22941358
0.25226066,0.15303,0.22959338,0.26018313
0.25736594,0.096244976,0.19272184,0.17337053
0.3366873,0.220011,0.14850368,0.18976226
0.19188681,0.15690301,0.19249828,0.21359178
0.14658828,0.10220284,0.16111714,0.18855773
0.25317407,0.15010586,0.1754679,0.2693362
0.2754169,0.09811974,0.2519214,0.06294841
0.24487917,0.23760018,0.29608324,0.25202215
0.10796268,0.11805479,0.19620642,0.14086683
0.041090112,0.10809088,0.19116402,0.15168826
0.27780238,0.14377923,0.27988812,0.27508986
0.3863228,0.24665637,0.23575434,0.05612891
0.11052831,0.09061089,0.13641249,0.12341069
0.23550731,0.17742036,0.23076968,0.11303939
0.23795713,0.12787968,0.2267567,0.22745901
0.1957749,0.11448645,0.13648196,0.11829666
0.15124546,0.10477044,0.1700642,0.17028537
0.119446024,0.13842487,0.20127977,0.1560212
0.15198548,0.105075866,0.20621724,0.13785703
0.12884063,0.23183043,0.25728983,0.17086844
0.35562372,0.1469622,0.13728465,0.22976936
0.28112715,0.20930034,0.16279851,0.18373716
0.15839589,0.13811193,0.20889689,0.22290502
0.26815313,0.13698395,0.23117207,0.23646185
0.4994994,0.3929698,0.25927618,0.19680351
0.25050566,0.1569819,0.16862024,0.3156104
0.31074557,0.1277434,0.2723353,0.1932685
0.17428973,0.13031669,0.16601767,0.2239816
0.195823,0.09831141,0.20538281,0.12180765
0.12818347,0.13417442,0.15828638,0.2236113
0.10977276,0.10399813,0.15716498,0.16386244
0.102603905,0.12195293,0.17016326,0.16823286
0.21333236,0.21074492,0.22529382,0.23285395
0.3644625,0.21858005,0.1664405,0.074341096
0.42839617,0.039867885,0.12655799,0.11060605
0.20417787,0.1564675,0.15531245,0.24056622
0.17378026,0.12355587,0.17452107,0.12139665
0.33272687,0.19012997,0.20493385,0.3564621
0.3427578,0.22470339,0.22288786,0.23064929
0.07844403,0.13011666,0.20356514,0.22579245
0.18899384,0.18079425,0.24679413,0.04969169
0.30166435,0.23730385,0.14362039,0.28226113
0.17845242,0.13269,0.1556521,0.15958847
0.14607534,0.16672769,0.16226865,0.13708752
0.2557375,0.13542978,0.16446255,0.18713824
0.25039712,0.19775121,0.10858501,0.36641037
0.20943931,0.22796786,0.16675751,0.25656283
0.13100868,0.079427205,0.16773716,0.13436007
0.15739055,0.17039277,0.16575718,0.19213185
0.36565968,0.23165976,0.23144762,0.076191306
0.09886892,0.08986311,0.21153772,0.2116466
0.11152355,0.08037028,0.18077514,0.10999005
0.23464714,0.123525135,0.1953579,0.14263012
0.3220907,0.13753267,0.2299073,0.3148457
0.33854336,0.17632543,0.20872931,0.29363224
0.23042168,0.22504658,0.118283615,0.18551223
0.26127774,0.1868415,0.21452188,0.30213508
0.14386834,0.12216782,0.1661793,0.15323837
0.19295622,0.19468851,0.2105294,0.23053521
0.13022475,0.19002716,0.19733606,0.20155899
0.21059616,0.14702477,0.1935584,0.22515786
0.3342992,0.14829396,0.3609926,0.10076372
0.19270691,0.0999097,0.21276498,0.1582663
0.19639914,0.16371547,0.21620305,0.21650366
0.103196286,0.060572848,0.17613897,0.047318805
0.24044491,0.14170144,0.27398625,0.25738916
0.229836,0.15260354,0.19281417,0.28111356
0.2810097,0.19107173,0.17679904,0.22905618
0.2793875,0.11457107,0.15233335,0.29505146
0.44641995,0.33325404,0.12926699,0.36256847
0.17540868,0.1525257,0.15589851,0.1922683
0.53005594,0.09266839,0.124851696,0.2446855
0.3290237,0.14888081,0.20574068,0.08164783
0.2942354,0.19823414,0.17210531,0.28083003
0.13800782,0.11072085,0.24319163,0.08644446
0.16447596,0.14415927,0.15350777,0.11901438
0.16025302,0.18441069,0.1874661,0.22660585
0.2808703,0.17002156,0.14866701,0.40985408
0.2799188,0.09904461,0.27748674,0.37897888
0.22938524,0.20326637,0.14967345,0.14677998
0.2190685,0.1079054,0.28297314,0.14951195
0.15336867,0.1640629,0.37470382,0.19935817
0.36401835,0.26687557,0.19597077,0.42023906
0.15545005,0.18583466,0.20357718,0.14943907
0.16913041,0.12728375,0.2114744,0.19518435
0.2770259,0.22846578,0.32101429,0.20012188
0.57499385,0.28881562,0.38542885,0.18483122
0.31655967,0.27928427,0.16060589,0.17059463
0.112635404,0.11817993,0.16774969,0.15719901
0.25699434,0.21205153,0.16834661,0.14676084
0.42736188,0.2078218,0.22594985,0.31346145
0.18001848,0.18150395,0.17866684,0.2043584
0.1376894,0.14791776,0.16839668,0.23277986
0.27053598,0.18277451,0.2707613,0.26880655
0.10789815,0.16457014,0.22065426,0.18194222
0.18876678,0.18075018,0.17974642,0.20934775
0.16080596,0.13002525,0.2340747,0.22744024
0.20266762,0.17818081,0.23572822,0.22277756
0.10537668,0.10185901,0.23975962,0.17065053
0.30824855,0.30487877,0.13562126,0.1945406
0.29093787,0.1327313,0.20629525,0.07758608
0.3720836,0.1979477,0.19784613,0.20928018
0.21715035,0.110683575,0.2515097,0.34917837
0.21000239,0.1221115,0.2227739,0.22652353
0.11567774,0.11173138,0.16910645,0.19734737
0.39328623,0.112525344,0.15306616,0.10416114
0.14255881,0.19237752,0.15762495,0.13335086
0.38187033,0.39806873,0.21965894,0.18803285
0.35602862,0.104426004,0.17517577,0.36466175
0.12483164,0.10348333,0.18001184,0.1790884
0.17061028,0.14834578,0.16077879,0.18645209
0.25649247,0.16354884,0.19541265,0.07983974
0.21530943,0.22251977,0.21673161,0.22211607
0.19661291,0.13886553,0.18363528,0.22519207
0.27503982,0.20027535,0.18341453,0.15506648
0.3811305,0.11800495,0.20615485,0.32708472
0.16671005,0.13194159,0.22869025,0.21335806
0.22841367,0.25258845,0.19728573,0.17118268
0.12319218,0.11858423,0.24857503,0.09005271
0.24254708,0.16174988,0.17290685,0.26303422
0.28117606,0.113169156,0.17309958,0.23361486
0.1810793,0.17020048,0.16034508,0.15333176
0.23114036,0.17072003,0.20811015,0.34601042
0.16422857,0.14435734,0.28682935,0.11207218
0.2796083,0.14607695,0.23394595,0.27040002
0.22511013,0.18881105,0.22236687,0.16351365
0.18606248,0.19152933,0.2147503,0.31999716
0.19419645,0.20187528,0.16828293,0.21501306
0.14479262,0.111165404,0.15247883,0.17982857
0.21961768,0.1690402,0.2356981,0.27932146
0.23992284,0.20415112,0.25668758,0.21757339
0.28701878,0.14414716,0.22785307,0.19843127
0.16736543,0.18819255,0.3019614,0.0516322
0.16274433,0.035257574,0.14920972,0.012807227
0.26176587,0.18421227,0.16733518,0.050366078
0.19572791,0.08505067,0.16173656,0.100534335
0.47397754,0.16672567,0.3114347,0.18021522
0.2087409,0.14328186,0.29836693,0.28270945
0.24924459,0.0928339,0.19852664,0.21999416
0.26902637,0.09932368,0.27438658,0.09812021
0.27204093,0.19521166,0.13730821,0.17989436
0.23984113,0.18078525,0.2811165,0.17399813
0.1488207,0.22026834,0.2662869,0.18107657
0.32383987,0.12614688,0.24249129,0.18056409
0.14388159,0.12533106,0.16686334,0.17041849
0.18534714,0.18364471,0.22786486,0.24204819
0.27207476,0.2153475,0.17732008,0.20665571
0.48825687,0.10532203,0.17143449,0.20045255
0.20106082,0.1483125,0.16796358,0.31480527
0.21632761,0.21816984,0.13513726,0.21445218
0.30386195,0.1210403,0.231142,0.043905422
0.23973048,0.2319419,0.21096618,0.2903108
0.19189252,0.1924367,0.20314264,0.18347642
0.22611582,0.16546454,0.23544866,0.24387018
0.16731195,0.15070368,0.21836197,0.15456185
0.17370464,0.17559496,0.20068675,0.19049871
0.2481851,0.18247646,0.22243796,0.19978112
0.18475774,0.18639535,0.17564483,0.15183382
0.23537943,0.17269199,0.17544445,0.26897556
0.13074383,0.18200497,0.30794102,0.26552898
0.3407943,0.15021254,0.26051378,0.260633
0.07435898,0.12450656,0.16517408,0.17542675
0.27561575,0.12513672,0.17371899,0.29771158
0.09167017,0.09374932,0.2411264,0.1801084
0.24009293,0.16539823,0.23761152,0.14136603
0.21569765,0.13010946,0.2000298,0.23832564
0.24711764,0.23840864,0.1653139,0.3476204
0.2857812,0.13898818,0.15922946,0.35748893
0.17755407,0.23175675,0.18938166,0.18177989
0.24920179,0.20757252,0.14759508,0.32717532
0.0910945,0.07951036,0.1631335,0.06317838
0.11249266,0.089372724,0.15836303,0.10923404
0.47494665,0.16650558,0.25352442,0.11116727
0.11914284,0.13706674,0.18532242,0.17275281
0.1905488,0.13906217,0.15597917,0.19702984
0.23412573,0.20616932,0.23696718,0.234396
0.16250648,0.15251645,0.14859954,0.1616858
0.17438446,0.235962,0.25957847,0.38281867
0.32991138,0.079995915,0.25108233,0.06769554
0.33681947,0.20678045,0.12173794,0.25502753
0.12567641,0.11059261,0.21266459,0.20592687
0.21667226,0.1437496,0.16541784,0.16737403
0.2202889,0.16163822,0.13689624,0.19605339
0.20743243,0.097331166,0.20561452,0.15580213
0.18384446,0.19598204,0.16126548,0.2867258
0.34004557,0.27244332,0.18321262,0.17336257
0.183833,0.18738154,0.1976122,0.1421731
0.11614625,0.094938785,0.15585147,0.12912758
0.3341974,0.14276658,0.29017732,0.07384294
0.07877283,0.062583014,0.20520404,0.07506288
0.23402752,0.09401968,0.21618316,0.041108426
0.16882841,0.08941222,0.23859584,0.17535709
0.27957818,0.18536912,0.22153632,0.07550036
0.18756413,0.19969924,0.17187132,0.27228478
0.16059172,0.17898253,0.17651683,0.16728105
0.20124997,0.18238214,0.1992679,0.21371211
0.32167423,0.13801463,0.20066214,0.27193952
0.12329611,0.14443606,0.19170587,0.15257707
0.25376737,0.23587662,0.16422176,0.17718546
0.2292016,0.13798471,0.17691378,0.21316555
0.12517232,0.1234818,0.2561942,0.08381257
0.16969891,0.110249355,0.21987337,0.08997537
0.09834353,0.24240999,0.1647422,0.18660103
0.30417696,0.15810363,0.19536299,0.25200683
0.13740714,0.15302247,0.1659093,0.2669791
0.30911943,0.16583674,0.19848599,0.036387626
0.13358507,0.15068851,0.14928965,0.14980108
0.2805087,0.26750374,0.17356844,0.4462839
0.2219141,0.10165763,0.17222883,0.27420405
0.2220234,0.23586684,0.20685893,0.29540628
0.14386047,0.105025485,0.17247227,0.15875275
0.41468,0.21633245,0.18216601,0.32145762
0.16398428,0.11202319,0.18026905,0.0997425
0.28027415,0.08690664,0.17804421,0.11722472
0.17397471,0.08764966,0.17178844,0.07144299
0.3042084,0.12814014,0.1988883,0.1130666
0.13616666,0.13701053,0.13452469,0.15899783
0.15823409,0.21857272,0.13229243,0.22014818
0.18801527,0.24182929,0.2322407,0.26219502
0.3859078,0.12182133,0.16061832,0.19151111
0.4546088,0.32653606,0.23612575,0.06195329
0.19307086,0.15028222,0.17345695,0.20479374
0.15606472,0.12423996,0.1524917,0.11423969
0.3018582,0.050480187,0.2094402,0.022009412
0.24077748,0.22882047,0.33402336,0.35508552
0.49272856,0.36286974,0.18036324,0.2591437
0.25346616,0.17203204,0.21853358,0.25467902
0.2805896,0.16866824,0.20162562,0.2444143
0.3728824,0.14588305,0.20544522,0.081107974
0.18401739,0.13778085,0.18129607,0.32263052
0.13101624,0.10438714,0.14416957,0.123603284
0.2258075,0.1421828,0.16733298,0.10116516
0.2541704,0.14961952,0.16173984,0.1955182
0.17554112,0.09215,0.15911664,0.15996496
0.27416033,0.2401126,0.2406949,0.22170228
0.19570066,0.1305095,0.16435304,0.07860643
0.28549486,0.18522279,0.23859213,0.09112323
0.16452691,0.1710505,0.1907769,0.2009095
0.2500264,0.23565517,0.28878054,0.11198738
0.21446538,0.16296254,0.25368315,0.29508156
0.3579451,0.13300495,0.27072963,0.0392165
0.25974932,0.16050024,0.1456132,0.34498677
0.17493843,0.14284992,0.16248283,0.22244418
0.24649382,0.20234166,0.18948652,0.22479708
0.056318656,0.08904216,0.20851947,0.05348894
0.15053606,0.09967174,0.16746582,0.16596477
0.15566249,0.10791932,0.20763656,0.14067274
0.14979376,0.14634073,0.19138621,0.07478606
0.43228668,0.13022847,0.18961559,0.041953243
0.10434211,0.12992723,0.18323807,0.19539185
0.092161134,0.13656242,0.23895742,0.11040648
0.23024158,0.16647613,0.16604589,0.14822811
0.21658744,0.13771518,0.20780085,0.19716316
0.19323485,0.27138516,0.21959096,0.3385128
0.1285816,0.07505794,0.17806803,0.072670706
0.16338217,0.14461362,0.26763976,0.24155341
0.14917296,0.23765053,0.15568873,0.24159454
0.21725401,0.20881073,0.24377851,0.30951706
0.2759523,0.13522348,0.19106637,0.1991341
0.52634543,0.10909506,0.15487795,0.51528895
0.15164807,0.15354574,0.31288216,0.19105706
0.17199343,0.16292982,0.33510372,0.21404909
0.27906612,0.23686703,0.1547075,0.275228
0.17526172,0.1340244,0.20668384,0.20101663
0.2957714,0.12850156,0.20765327,0.16715036
0.17463966,0.23059674,0.16893639,0.22967118
0.11528173,0.08712126,0.17201847,0.12605247
0.24770164,0.17781362,0.16235095,0.21803398
0.37017855,0.3146362,0.2888404,0.24263851
0.24946418,0.17224403,0.20326585,0.1953501
0.26548627,0.24170904,0.18338926,0.23945948
0.33792463,0.11424611,0.32335353,0.15824468
0.15765165,0.177171,0.21984674,0.21015373
0.2243099,0.18070874,0.2094259,0.10408971
0.16939941,0.20280978,0.22966233,0.2193675
0.14179972,0.08106538,0.16490865,0.13822031
0.21270087,0.15430222,0.23534091,0.2344271
0.27324614,0.18480155,0.16989072,0.21433179
0.1706642,0.07426548,0.23977557,0.14592937
0.22917472,0.15333015,0.12864776,0.1401773
0.16572665,0.19051428,0.19751923,0.20401037
0.18843238,0.16303927,0.22567533,0.08446664
0.45392329,0.30160633,0.27296132,0.20485474
0.2884171,0.261015,0.2722716,0.32540244
0.20339549,0.1401992,0.24174592,0.17475334
0.30940613,0.20847401,0.2163784,0.27038133
0.2398786,0.17608403,0.16318522,0.22431903
0.11714337,0.08893341,0.26823208,0.072475836
0.34558758,0.16145375,0.22764786,0.2988583
0.2118502,0.20866485,0.24187247,0.20622405
0.123895705,0.123903334,0.2592968,0.14644006
0.31515953,0.21395035,0.18852197,0.17520338
0.27978465,0.044352356,0.22445963,0.018228967
0.28022683,0.1183865,0.18826185,0.16673468
0.22356658,0.0879162,0.24724968,0.027191442
0.35259807,0.16712944,0.20717144,0.15770487
0.14559457,0.16126588,0.2732882,0.23363139
0.24330759,0.17434663,0.16774455,0.24329604
0.2375686,0.14532593,0.17062922,0.16857317
0.29831856,0.22340508,0.17948313,0.3253716
0.16937701,0.17719711,0.17550623,0.11508759
0.22136554,0.056868643,0.1682108,0.4195767
0.11822665,0.09388055,0.1720358,0.091069385
0.30719942,0.13916057,0.26540646,0.105652966
0.27808836,0.16497742,0.11163289,0.18637405
0.24610984,0.16934954,0.15215513,0.21642403
0.23264615,0.14406334,0.21443236,0.19428384
0.22945924,0.22340113,0.18084872,0.15564953
0.3438455,0.04623205,0.24377656,0.23690957
0.24960032,0.19944434,0.1919917,0.14747547
0.11403234,0.09055675,0.22265951,0.23722142
0.24304956,0.13564318,0.2090307,0.2876283
0.12855826,0.15775055,0.17934914,0.2369824
0.16138355,0.17999639,0.23226766,0.104663976
0.3551788,0.09093153,0.20865776,0.06329917
0.17261256,0.2076744,0.1919453,0.27828017
0.2639854,0.20292981,0.24137828,0.27087995
0.13301235,0.13424394,0.24067912,0.20723099
0.3720879,0.12226791,0.13449448,0.23091783
0.2127487,0.13919221,0.23796982,0.2196634
0.2987987,0.124069095,0.22574286,0.216607
0.32676247,0.19128975,0.2622432,0.2522022
0.18534288,0.09927174,0.17155723,0.11652554
0.24479832,0.12622632,0.23796062,0.16468056
0.17206325,0.15078264,0.16920006,0.17330845
0.2721779,0.2143699,0.36030117,0.22567463
0.42720887,0.18813539,0.13084221,0.45654812
0.21476229,0.19319834,0.20892446,0.24227597
0.20531107,0.19628027,0.15556026,0.21842097
0.1640286,0.1288465,0.16650803,0.1379185
0.17590158,0.09574009,0.21477932,0.107823394
0.2517323,0.31893766,0.249192,0.35063174
0.08851635,0.08659634,0.20485888,0.13699502
0.53269446,0.05613211,0.2114839,0.0153966285
0.1925771,0.2277798,0.2666142,0.4121577
0.094751045,0.13283361,0.19822659,0.15206566
0.44082898,0.18369508,0.31269678,0.32371694
0.16418739,0.13301563,0.22902788,0.21749286
0.13271314,0.124319404,0.23872396,0.19180836
0.3243835,0.07617728,0.29896885,0.03691481
0.3359721,0.35973242,0.30360448,0.19624719
0.14316781,0.22386464,0.15099882,0.20086841
0.16672091,0.18890892,0.15879613,0.24848579
0.29500675,0.18727456,0.17631039,0.15087192
0.076339215,0.095559835,0.20670953,0.10134277
0.17298533,0.16935997,0.2722739,0.14860538
0.14265655,0.1075796,0.22037213,0.19621211
0.21397607,0.07437335,0.22859493,0.050796524
0.095026895,0.096139,0.2054562,0.115708046
0.14348482,0.13340363,0.19538163,0.15332967
0.18113464,0.21111284,0.24863064,0.28073737
0.10941841,0.14180784,0.29132867,0.18264474
0.24870047,0.09539003,0.17595343,0.12789631
0.24000126,0.2962999,0.17484003,0.20316932
0.33231893,0.19590369,0.2587004,0.26497483
0.10964574,0.08203993,0.19616331,0.11520269
0.21724653,0.13072053,0.17988312,0.23991412
0.21899562,0.17953625,0.2701022,0.2652373
0.24480417,0.1546467,0.15384907,0.26370695
0.21688192,0.1669424,0.20255022,0.15578282
0.23642157,0.08917418,0.13999681,0.21910755
0.2860964,0.16605037,0.17632443,0.24353999
0.27138463,0.20273395,0.18946497,0.26095226
0.16810742,0.117798984,0.15523368,0.1219486
0.21200009,0.17887226,0.20067655,0.02688058
